Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
January,22,Teacher,29880.29_,22390241666666600,4,6,14,0,17,16,7.64,1.0,Standard,1262.95,2643998211020090,30 Years and 7 Months,Yes,0.0,19689840412022500,Low_spent_Small_value_payments,3170040000000000,Standard
February,22,Teacher,29880.29,22390241666666600,4,6,14,0,17,13,7.64,1.0,Standard,1262.95,26009061468287600,NA,Yes,0.0,6678647584465520,High_spent_Small_value_payments,4171160000000000,Standard
March,22,nan,29880.29,22390241666666600,4,6,14,0,17,,10.64,1.0,Standard,1262.95,3825093260801860,30 Years and 9 Months,NM,0.0,7830139327141080,Low_spent_Large_value_payments,4156010000000000,Standard
April,22,Teacher,29880.29,22390241666666600,4,6,14,0,17,16,7.64,1.0,Standard,1262.95,27701866972531500,30 Years and 10 Months,Yes,0.0,47309931979966300,High_spent_Medium_value_payments,42659200000000000,Standard
May,22,Teacher,29880.29,22390241666666600,4,6,14,0,17,16,7.64,1.0,Standard,1262.95,3512354288582310,30 Years and 11 Months,Yes,0.0,17639932172563400,Low_spent_Small_value_payments,3375030000000000,Standard
June,22,Teacher,29880.29,22390241666666600,4,6,14,0,13,16,7.64,1.0,_,1262.95,3677326084070590,31 Years and 0 Months,Yes,0.0,15510610377270100,Low_spent_Small_value_payments,358796312893965,Standard
July,22,Teacher,29880.29,,4,6,14,0,16,18,7.64,2.0,_,1262.95,24255740569850000,31 Years and 1 Months,Yes,0.0,18857027459475500,Low_spent_Small_value_payments,3253320000000000,Standard
August,22,Teacher,29880.29,,4,6,14,0,17,16,_,2.0,Standard,1262.95,27417867842540600,31 Years and 2 Months,Yes,0.0,107351461608052,Low_spent_Large_value_payments,38655100000000000,Standard
January,27,Media_Manager,70218.36,5937.53,8,3,6,7,32,9,9.12,5.0,Standard,1476.9,38729393767687700,6 Years and 9 Months,Yes,305432196761992,26575029476891500,Low_spent_Medium_value_payments,30257100000000000,Standard
February,27,Media_Manager,70218.36_,,8,3,6,7,26,12,9.12,5.0,Standard,1476.9,3912576331921130,6 Years and 10 Months,Yes,305432196761992,432443152447745,Low_spent_Medium_value_payments,1358780000000000,Standard
March,27,nan,70218.36,5937.53,8,3,6,7_,28,12_,4.119.999.999.999.990,5.0,_,1476.9,2606607495057580,NA,Yes,305432196761992,2037582777966500,High_spent_Medium_value_payments,3345630000000000,Standard
April,27,Media_Manager,70218.36,5937.53,8,3,6,7,28,9,9.12,5.0,_,1476.9,26272820047405400,7 Years and 0 Months,Yes,305432196761992,3817629299885670,High_spent_Small_value_payments,16655800000000000,Good
May,27,Media_Manager,70218.36,5937.53,8,3,6,7,28,12,9.12,5.0,_,1476.9,35688940892020300,7 Years and 1 Months,NM,305432196761992,21728198953275700,High_spent_Medium_value_payments,3210390000000000,Standard
June,27,Media_Manager,70218.36,5937.53,8,1399,6,7,28,9,9.12,5.0,Standard,1476.9,22239177337011400,7 Years and 2 Months,Yes,305432196761992,7350178352815730,Low_spent_Small_value_payments,,Standard
July,27,Media_Manager,70218.36,5937.53,8,3,6,7,28,12,9.12,5.0,_,1476.9,3617041865189740,7 Years and 3 Months,Yes,305432196761992,4791106369307480,Low_spent_Large_value_payments,7921020000000000,Good
August,28,Media_Manager,70218.36,5937.53,8,3,6,7,28,10,9.12,5.0,Standard,1476.9,3447481614597120,7 Years and 4 Months,Yes,305432196761992,3723378517544250,Low_spent_Large_value_payments,1859830000000000,Good
January,51,Mechanic,38694.66,30805550000000000,2,3,2,3,6,10,1.72,2.0,_,711.09,2851927868216470,32 Years and 3 Months,No,704794780602462,19820732123958500,Low_spent_Large_value_payments,30936900000000000,Good
February,52,Mechanic,38694.66,,2,3,2,3,3,14,5.72,2.0,Good,711.09,31402411926039300,32 Years and 4 Months,No,704794780602462,__10000__,Low_spent_Medium_value_payments,43709900000000000,Good
March,52_,Mechanic,38694.66,30805550000000000,2,3,2,3,3,12,3.72,2.0,_,711.09,24811659605479400,NA,No,704794780602462,,Low_spent_Small_value_payments,3054470000000000,Good
April,52,Mechanic,38694.66,30805550000000000,2,3,2,3,3,11,1.72,2.0,Good,711.09,3600433307154650,32 Years and 6 Months,No,704794780602462,,High_spent_Large_value_payments,40947900000000000,Standard
May,52,Mechanic,38694.66,30805550000000000,2,3,2,3,3,13,1.72,2.0,Good,711.09,23519575861128700,32 Years and 7 Months,NM,704794780602462,31318848114043400,Low_spent_Medium_value_payments,20438800000000000,Good
June,52,Mechanic,38694.66,30805550000000000,2,3,2,3,3,11,1.72,2.0,Good,711.09,28257172597567800,NA,NM,704794780602462,13207889442332400,Low_spent_Large_value_payments,37549700000000000,Good
July,52,Mechanic,38694.66,30805550000000000,2,3,2,3_,3,11,1.72,2.0,Good,711.09,30969704936429800,32 Years and 9 Months,No,704794780602462,2651628507140980,Low_spent_Small_value_payments,26241300000000000,Good
August,52,Mechanic,38694.66,,2,3,2,3,3,11,1.72,2.0,Good,711.09,3078740099981210,32 Years and 10 Months,No,704794780602462,4071012908301150,High_spent_Medium_value_payments,44686600000000000,Good
January,54_,Journalist,32985.87_,,2,836,2,0,12,8,6.17,3.0,Good,1048.34,2506936142764100,32 Years and 11 Months,No,0.0,8725995866954590,High_spent_Medium_value_payments,4556220000000000,Good
February,54,Journalist,32985.87,29288225,2,5,4559,0,15,10,6.17,3.0,Good,1048.34,30627174479357500,33 Years and 0 Months,No,0.0,7358758268206470,High_spent_Large_value_payments,45929500000000000,Good
March,54,Journalist,32985.87,29288225,2,5,2,0,12,12,-8.300.000.000.000.000,3.0,Good,1048.34,3445521331130910,33 Years and 1 Months,No,0.0,12629755681657100,Low_spent_Small_value_payments,45658500000000000,Good
April,54,Journalist,32985.87,29288225,2,5,2,0,14,13,6.17,3.0,Good,1048.34,27256334992863600,33 Years and 2 Months,No,0.0,23808039490646800,Low_spent_Medium_value_payments,33480200000000000,Good
May,54,Journalist,32985.87,29288225,2,5,2,0,12,10,6.17,8.0,Good,1048.34,38375823433866500,33 Years and 3 Months,No,0.0,15209322240712900,Low_spent_Large_value_payments,4107890000000000,Good
June,54,Journalist,32985.87,29288225,2,5,2,0,12,10,6.17,8.0,Good,1048.34,3392556789824040,33 Years and 4 Months,No,0.0,,Low_spent_Medium_value_payments,49381300000000000,Good
July,54,Journalist,32985.87,29288225,2,5,2,0,12,10,6.17,8.0,Good,1048.34,3826655043245940,33 Years and 5 Months,No,0.0,3534600450706380,Low_spent_Small_value_payments,22942200000000000,Good
August,55_,Journalist,32985.87,29288225,2,988,2,0,12,10,6.17,8.0,Good,1048.34,24584487119000600,NA,NM,0.0,21687374918983800,Low_spent_Medium_value_payments,3560090000000000,Good
January,37,Architect,"7.493.335,00",6014445833333330,7,4,18,2,30,12,12.47,6.0,Standard,1332.45,3844862933196400,19 Years and 3 Months,Yes,12319201594339700,41734345567674700,High_spent_Small_value_payments,26609100000000000,Standard
February,37,Architect,"7.493.335,00",6014445833333330,7,4,18,2,31,13,12.47,6.0,Standard,1332.45,3608321348539950,19 Years and 4 Months,Yes,12319201594339700,48926387771891400,Low_spent_Small_value_payments,2888990000000000,Standard
March,37,Architect,"7.493.335,00",6014445833333330,7,4,18,2,30,13,12.47,6.0,_,1332.45,3196617319762950,19 Years and 5 Months,Yes,46812.0,6462924925229010,Low_spent_Small_value_payments,2731960000000000,Standard
April,37,Architect,"7.493.335,00",6014445833333330,7,4,18,2,26,13,12.47,6.0,_,1332.45,22761764128596500,19 Years and 6 Months,Yes,12319201594339700,23064120634842200,High_spent_Medium_value_payments,2747610000000000,Standard
May,37,Architect,"7.493.335,00",6014445833333330,7,4,18,2,30,11,12.47,6.0,Standard,1332.45,27510501107333000,19 Years and 7 Months,Yes,12319201594339700,4706253817802000,Low_spent_Small_value_payments,29076300000000000,Standard
June,37,Architect,"7.493.335,00",6014445833333330,7,4,18,2_,30,11,12.47,6.0,Standard,1332.45,3103422680784600,19 Years and 8 Months,Yes,35736.0,5472208820156350,Low_spent_Small_value_payments,28310300000000000,Standard
July,38,Architect,"7.493.335,00",6014445833333330,7,4,18,2,30,13,12.47,6.0,Standard,1332.45,3621675858261740,19 Years and 9 Months,Yes,12319201594339700,3436448626561390,High_spent_Small_value_payments,27346100000000000,Standard
August,38,Architect,"7.493.335,00",6014445833333330,7,4,18,2,30,15,12.47,6.0,_,1332.45,2330587339275430,19 Years and 10 Months,NM,12319201594339700,__10000__,Low_spent_Small_value_payments,2901270000000000,Standard
January,45,Accountant,81471.96,6763330000000000,6,6,25,5_,21,15,27.09,6.0,Bad,2679.69,3650383638964480,10 Years and 11 Months,Yes,20285778301011100,6319527346317320,Low_spent_Medium_value_payments,12152200000000000,Poor
February,45,Accountant,81471.96,,6,6,25,5,21,15,32.09,6.0,Bad,2679.69,4143118435646640,11 Years and 0 Months,NM,20285778301011100,11789665797972400,High_spent_Medium_value_payments,6055790000000000,Poor
March,45,nan,81471.96,6763330000000000,6,6,25,5,17,15,27.09,6.0,Bad,2679.69,36316541959244800,11 Years and 1 Months,Yes,20285778301011100,154224916011982,High_spent_Medium_value_payments,5692500000000000,Poor
April,45,Accountant,81471.96,6763330000000000,6,6,25,5,21,15,32.09,6.0,_,2679.69,26934802184787400,11 Years and 2 Months,Yes,20285778301011100,4601271643690640,Low_spent_Small_value_payments,3033480000000000,Standard
May,45,Accountant,81471.96,,6,6,25,5,21,18,27.09,6.0,Bad,2679.69,29725764270758400,11 Years and 3 Months,Yes,20285778301011100,__10000__,Low_spent_Medium_value_payments,9791250000000000,Poor
June,45,Accountant,81471.96,6763330000000000,6,6,25,5,21,14,31.09,6.0,Bad,2679.69,25293135215843300,11 Years and 4 Months,Yes,20285778301011100,23883568779107200,High_spent_Medium_value_payments,4846400000000000,Poor
July,46,Accountant,81471.96,6763330000000000,6,6,25,5,20,,27.09,6.0,Bad,2679.69,3957979916317080,11 Years and 5 Months,Yes,20285778301011100,1435990837812880,High_spent_Large_value_payments,5698760000000000,Standard
August,46,Accountant,81471.96,6763330000000000,6,6,25,5,19,13,27.09,6.0,_,2679.69,3914046309253180,11 Years and 6 Months,Yes,20285778301011100,8726288726108210,High_spent_Large_value_payments,6262120000000000,Poor
January,47,nan,84074.88,7097240000000000,0,1,6,4,5,3,9.87,1.0,Good,396.97,3111728690454060,27 Years and 11 Months,No,20674063236421500,5863415905013140,Low_spent_Medium_value_payments,1966420000000000,Good
February,47,Engineer,84074.88,7097240000000000,0,1,6,4,1,3,2.87,1.0,_,396.97,2698718127997940,NA,No,20674063236421500,5863431876792090,Low_spent_Medium_value_payments,19664000000000000,Good
March,47,Engineer,84074.88_,7097240000000000,0,1,6,4,4,5,2.87,1.0,Good,396.97_,3429986339495640,28 Years and 1 Months,NM,20674063236421500,7210470597504760,High_spent_Large_value_payments,6708790000000000,Good
April,47,Engineer,84074.88,7097240000000000,0,1,6,4,3,3,2.87,5.0,Good,396.97,3124891137862760,28 Years and 2 Months,No,20674063236421500,22661747518477200,High_spent_Small_value_payments,5363660000000000,Standard
May,47,Engineer,84074.88,7097240000000000,0,1,6,4,4,3,2.87,5.0,Good,396.97_,3989501420746370,28 Years and 3 Months,No,20674063236421500,3393929868028410,!@9#%8,4335900000000000,Good
June,47,Engineer,84074.88,7097240000000000,0,1,6,4,7,3_,2.87,5.0,Good,396.97_,2824085501176700,28 Years and 4 Months,No,20674063236421500,5808771057520440,Low_spent_Medium_value_payments,20210600000000000,Good
July,47,Engineer,84074.88,7097240000000000,0,1,6,4,4,3,-3.13,1921.0,Good,396.97,38312339899906700,28 Years and 5 Months,NM,20674063236421500,14708210656174200,High_spent_Large_value_payments,5959010000000000,Good
August,47,Engineer,84074.88,7097240000000000,0,1,6,4,4,3,2.87,5.0,Good,396.97,3565860849621270,28 Years and 6 Months,No,20674063236421500,__10000__,High_spent_Large_value_payments,6466290000000000,Good
January,33,Teacher,81427.02,6877585,2,2,3,4,3,1,2.35,1.0,Good,17.81,3621705650211640,18 Years and 4 Months,No,14415101866659100,32037078282467100,High_spent_Small_value_payments,4832370000000000,Good
February,33,Teacher,81427.02,6877585,2,2,3,4,3,2,5.35,1.0,Good,17.81,3769600505014900,18 Years and 5 Months,No,14415101866659100,17394945468068800,High_spent_Large_value_payments,6096580000000000,Good
March,33,Teacher,81427.02,,2,2,3,4,6,0,2.35,1.0,Good,17.81,3675957353420970,18 Years and 6 Months,No,14415101866659100,10079018370970900,High_spent_Large_value_payments,6828170000000000,Good
April,33,Teacher,81427.02,6877585,2,2,3,4,3,-2,2.35,1.0,Good,17.81,4102438758787440,18 Years and 7 Months,No,14415101866659100,6697265736258180,High_spent_Large_value_payments,7166350000000000,Good
May,33,Teacher,81427.02,6877585,2,2,3,4,-2,2,2.35,1.0,Good,17.81,33315631810094300,18 Years and 8 Months,No,14415101866659100,__10000__,Low_spent_Large_value_payments,5309670000000000,Good
June,34,Teacher,81427.02,,2,2,3,4,3,-3,2.35,1.0,_,17.81,3120340734800120,18 Years and 9 Months,No,14415101866659100,22682063332807700,High_spent_Small_value_payments,5767870000000000,Standard
July,34,Teacher,81427.02_,6877585,2,2,3,4,8,0,2.35,1.0,Good,17.81,3528893325881580,18 Years and 10 Months,NM,14415101866659100,23985556124449300,High_spent_Medium_value_payments,5537520000000000,Standard
August,34,Teacher,81427.02,6877585,2,2,3,4_,3,0,2.35,1.0,Good,17.81,2352814938892190,18 Years and 11 Months,No,14415101866659100,6884356233603650,Low_spent_Small_value_payments,14517200000000000,Good
January,42,Media_Manager,34956.58,28090483333333300,0,4,11,3,0,1,9.86,0.0,Good,595.8,37853100023151500,15 Years and 5 Months,No,59155213133863000,12586831451987000,!@9#%8,3658810000000000,Standard
February,42,Media_Manager,34956.58_,28090483333333300,0,4,11,3,0,4,9.86,,Good,595.8,34466722010277800,15 Years and 6 Months,No,59155213133863000,9845215902169790,Low_spent_Medium_value_payments,4032970000000000,Standard
March,42,nan,34956.58,28090483333333300,0,4,11,3,-5,1,9.86,0.0,Good,595.8,2870879889962870,15 Years and 7 Months,No,59155213133863000,1789224944464540,Low_spent_Large_value_payments,3128270000000000,Standard
April,42,Media_Manager,15294387.0,28090483333333300,0,4,11,3,0,3,16.86,5.0,Good,595.8,3596707693154170,15 Years and 8 Months,No,59155213133863000,3040212364213940,High_spent_Medium_value_payments,4413470000000000,Standard
May,42,Media_Manager,34956.58,28090483333333300,0,4,11,3,3,4,9.86,5.0,Good,595.8,31450384131968800,15 Years and 9 Months,No,59155213133863000,18392230720656800,Low_spent_Small_value_payments,3278270000000000,Standard
June,42,Media_Manager,34956.58,28090483333333300,0,4,11,3,0,1,9.86,5.0,Good,595.8,3568960244216720,15 Years and 10 Months,NM,59155213133863000,16765746797664300,Low_spent_Small_value_payments,3440920000000000,Standard
July,42,Media_Manager,34956.58,28090483333333300,0,4,11,3,-2,1,9.86,5.0,_,595.8,3216045050697050,15 Years and 11 Months,No,18903.0,9546283579332330,Low_spent_Small_value_payments,4162870000000000,Standard
August,42,Media_Manager,34956.58,28090483333333300,0,310,11,3,0,1,9.86,5.0,_,595.8,30267001410837300,16 Years and 0 Months,NM,59155213133863000,,!@9#%8,42741100000000000,Standard
January,42_,Musician,21039.96,1493.33,3,3,5,3,25,10,13.55,4.0,_,659.6,28141571022343300,5 Years and 11 Months,Yes,28249306715557400,18387404917768100,!@9#%8,227209644106761,Standard
February,42,Musician,21039.96,,3,3,5,3,22,11,13.55,4.0,Standard,659.6,32124838560006400,6 Years and 0 Months,Yes,28249306715557400,12578935196728400,Low_spent_Large_value_payments,2652940000000000,Standard
March,42,Musician,21039.96,1493.33,3,3,5,3,27,9,6.550.000.000.000.000,4.0,_,659.6,31867062846502400,6 Years and 1 Months,Yes,28249306715557400,8056802660187260,Low_spent_Small_value_payments,3305160000000000,Standard
April,42,Musician,21039.96,1493.33,3,3,5,3,27,10,19.55,4.0,_,659.6,23344662207712300,6 Years and 2 Months,Yes,28249306715557400,20055098300060100,High_spent_Large_value_payments,3410290000000000,Standard
May,42,nan,21039.96,,3,3,5,3_,27,10,13.55,4.0,Standard,659.6,23909566689625200,6 Years and 3 Months,Yes,28249306715557400,__10000__,Low_spent_Small_value_payments,3184430000000000,Standard
June,43,Musician,21039.96,1493.33,3,3,5,3,27,10,13.55,4.0,Standard,659.6,2702663128725500,NA,Yes,28249306715557400,8626801747134240,Low_spent_Small_value_payments,32481600000000000,Standard
July,43,Musician,21039.96,1493.33,3,3,5,3,27,8,13.55,4.0,Standard,659.6,405334248349704,6 Years and 5 Months,NM,28249306715557400,6933319682281760,Low_spent_Small_value_payments,3417500000000000,Standard
August,43,Musician,21039.96,1493.33,3,3,5,3,27,10,13.55,4.0,Standard,659.6,3062961120545450,6 Years and 6 Months,Yes,28249306715557400,6993037171753670,Low_spent_Medium_value_payments,33115300000000000,Standard
January,44,Developer,82402.34,7056861666666660,2,7,2,4,7,8,6.26,1.0,Good,733.56,3202588004259310,18 Years and 9 Months,No,14679677599406300,25722338628711500,High_spent_Medium_value_payments,5516660000000000,Good
February,44,Developer,82402.34,7056861666666660,2,7,2,4,9,8,6.26,1.0,_,733.56,3708939079354240,18 Years and 10 Months,No,14679677599406300,11504257981422700,High_spent_Medium_value_payments,6938470000000000,Good
March,45,Developer,82402.34,7056861666666660,2,7,2,4,7,9,6.26,1.0,Good,733.56,2766273620125980,18 Years and 11 Months,No,14679677599406300,5533123802197980,High_spent_Large_value_payments,7435580000000000,Good
April,45,Developer,82402.34,7056861666666660,2,7,2,4,10,8,6.26,1.0,Good,733.56,3459275081271940,19 Years and 0 Months,No,14679677599406300,4544071440318570,!@9#%8,384482246640746,Good
May,45,Developer,82402.34,7056861666666660,2,7,2,4,6,8,6.26,6.0,Good,733.56,3575507990828440,19 Years and 1 Months,No,14679677599406300,2670188581050660,High_spent_Medium_value_payments,5418710000000000,Standard
June,45,Developer,82402.34,7056861666666660,2,7,2,4,7,8,6.26,6.0,Good,733.56,416916746227677,19 Years and 2 Months,No,14679677599406300,15580984723287900,High_spent_Large_value_payments,6430800000000000,Good
July,45,Developer,82402.34_,7056861666666660,1295,7,2,4,7,8,6.26,6.0,Good,733.56,2729019858377630,19 Years and 3 Months,No,14679677599406300,6239276063754340,Low_spent_Medium_value_payments,21496200000000000,Good
August,45,Developer,82402.34,7056861666666660,2,7,2,4,7,8,6.26,6.0,Good,733.56,40287622830620700,19 Years and 4 Months,No,14679677599406300,5459861686761460,Low_spent_Medium_value_payments,29290300000000000,Good
January,33,Doctor,19633.99,17201658333333300,7,9,32,4,47,19,7.41,10.0,Bad,1457.54,2696606218064850,11 Years and 3 Months,Yes,6267126229832050,10088089870875200,High_spent_Small_value_payments,26846442232626,Poor
February,33,Doctor,19633.99,17201658333333300,7,9,32,4,47,20,7.41,10.0,Bad,1457.54,25083771405855600,11 Years and 4 Months,Yes,6267126229832050,8649555117439070,Low_spent_Large_value_payments,29285000000000000,Poor
